 ev_id  lat  lon  dep YYYY  MM  DD  HH mm ss
       55  -8.284398  115.495793     0.880  2017 10 18  5 45 37.860
       57  -8.289445  115.444271     7.356  2017 10 18  5 46 43.800
       58  -8.283039  115.442725    11.454  2017 10 18  5 50 27.450
       59  -8.310506  115.434668     8.661  2017 10 18  6  2 29.120
       60  -8.287464  115.490959     0.990  2017 10 18  6  3 42.010
       61  -8.282582  115.492472     1.003  2017 10 18  6  4 15.290
       62  -8.268296  115.446281    11.577  2017 10 18  6 10  6.290
       63  -8.287116  115.494434     1.018  2017 10 18  6 11 12.090
       64  -8.307969  115.454525     8.146  2017 10 18  6 13 56.920
       65  -8.250877  115.479582     7.039  2017 10 18  6 14 24.490
       66  -8.320112  115.428263     7.333  2017 10 18  6 16 22.490
       67  -8.282228  115.466683     5.635  2017 10 18  6 16 38.800
       68  -8.308701  115.409391     8.347  2017 10 18  6 19  8.400
       69  -8.284537  115.498356     0.939  2017 10 18  6 20  3.300
       70  -8.296814  115.469718     7.089  2017 10 18  6 24 56.700
       71  -8.299379  115.499910     0.855  2017 10 18  6 25 47.490
       72  -8.292992  115.489559     1.045  2017 10 18  6 26 28.990
       73  -8.293695  115.487720     1.122  2017 10 18  6 27 12.260
       74  -8.287522  115.493376     1.156  2017 10 18  6 28 31.300
       75  -8.280523  115.467537     5.827  2017 10 18  6 30 54.930
       76  -8.310319  115.425749     7.168  2017 10 18  6 32 43.440
       77  -8.310056  115.462386     8.249  2017 10 18  6 37 57.010
       78  -8.292608  115.488241     0.990  2017 10 18  6 38 42.300
       79  -8.295877  115.467261     8.706  2017 10 18  6 39 30.300
       80  -8.285619  115.431771     8.945  2017 10 18  6 41 52.470
       81  -8.281508  115.463802     6.238  2017 10 18  6 43 40.290
       82  -8.300986  115.420776     7.314  2017 10 18  6 47 11.640
       83  -8.283021  115.446810    11.100  2017 10 18  6 47 43.970
       84  -8.283881  115.494417     0.650  2017 10 18  6 50 49.790
       85  -8.283879  115.464478     5.920  2017 10 18  6 54  0.030
       86  -8.292259  115.487785     0.890  2017 10 18  6 55  3.660
       87  -8.291816  115.487899     0.919  2017 10 18  6 56  1.650
       88  -8.319908  115.429338     9.518  2017 10 18  7  1  5.690
       89  -8.295175  115.487012     1.084  2017 10 18  7  1 48.350
       90  -8.286808  115.492814     1.205  2017 10 18  7  4 21.890
       91  -8.271106  115.491455     0.610  2017 10 18  7  6 53.480
       92  -8.295677  115.431763     6.950  2017 10 18  7 12 36.540
       93  -8.296876  115.440234     7.371  2017 10 18  7 14 29.660
       94  -8.278781  115.474601     4.978  2017 10 18  7 17 19.440
       95  -8.286390  115.492074     0.947  2017 10 18  7 21 52.180
       96  -8.291938  115.488192     0.965  2017 10 18  7 23  9.530
       97  -8.280720  115.469889     4.995  2017 10 18  7 27 10.270
       98  -8.279018  115.468522     5.421  2017 10 18  7 29 43.910
       99  -8.283141  115.446541     8.662  2017 10 18  7 30 54.850
      100  -8.292525  115.489315     1.098  2017 10 18  7 31 14.720
      101  -8.279205  115.493416     0.548  2017 10 18  7 34 43.320
      102  -8.293366  115.487443     1.245  2017 10 18  7 42 46.970
      103  -8.286731  115.488322     1.054  2017 10 18  7 45 51.050
      104  -8.284253  115.458732     5.894  2017 10 18  7 47 39.810
      105  -8.281906  115.497974     0.838  2017 10 18  7 49  5.120
      106  -8.275763  115.477987     4.149  2017 10 18  7 50 34.830
      107  -8.314024  115.436833     6.129  2017 10 18  7 57  6.530
      108  -8.276187  115.445133    10.900  2017 10 18  7 59 34.240
      109  -8.283921  115.466382     5.871  2017 10 18  8 13 44.910
      110  -8.315447  115.424902     4.820  2017 10 18  8 14 33.530
      111  -8.288638  115.447314    12.275  2017 10 18  8 17 18.330
      112  -8.291088  115.449105    12.895  2017 10 18  8 21 17.540
      113  -8.292599  115.488249     0.925  2017 10 18  8 24 42.090
      114  -8.304959  115.418921    10.068  2017 10 18  8 27  3.560
      115  -8.306035  115.449544     8.991  2017 10 18  8 36 50.740
      116  -8.333623  115.394246     2.377  2017 10 18  8 37 50.590
      117  -8.333415  115.397917     4.773  2017 10 18  8 38 19.920
      118  -8.306837  115.447941     9.536  2017 10 18  8 38 52.000
      119  -8.283914  115.493612     0.767  2017 10 18  8 41 34.260
      120  -8.272984  115.402962    11.057  2017 10 18  8 47 34.320
      121  -8.337142  115.395801     3.000  2017 10 18  8 51 25.640
      122  -8.283529  115.492440     0.861  2017 10 18  8 52  4.660
      123  -8.344218  115.416886     1.082  2017 10 18  8 52 30.900
      124  -8.343097  115.417969     1.337  2017 10 18  8 56 10.010
      125  -8.305768  115.471859    10.390  2017 10 18  9 14 42.520
      126  -8.315836  115.483049     8.437  2017 10 18  9 15 31.200
      127  -8.327775  115.411540     4.397  2017 10 18  9 18 38.250
      128  -8.329181  115.402279     4.563  2017 10 18  9 23 20.720
      129  -8.329721  115.398283     6.073  2017 10 18  9 27 11.670
      130  -8.275059  115.443018     6.813  2017 10 18  9 34 41.400
      131  -8.291378  115.446631     8.447  2017 10 18  9 34 52.740
      132  -8.339787  115.393945     2.123  2017 10 18 10  3 27.690
      133  -8.324783  115.401009     5.826  2017 10 18 10  4  8.400
      134  -8.322980  115.393026     4.992  2017 10 18 10  6 22.490
      135  -8.283735  115.479614     8.797  2017 10 18 10 13 18.300
      136  -8.287040  115.446436    10.980  2017 10 18 10 19  9.300
      137  -8.332075  115.394474     4.055  2017 10 18 10 22 52.170
      138  -8.289576  115.455184    11.956  2017 10 18 10 26 14.490
      139  -8.334712  115.403662     2.248  2017 10 18 10 28 13.920
      140  -8.291817  115.486564     0.896  2017 10 18 10 36 57.470
      141  -8.341417  115.433919     1.070  2017 10 18 10 38  0.580
      142  -8.285385  115.435872     7.908  2017 10 18 10 41 26.510
      143  -8.328781  115.400814     4.171  2017 10 18 10 42 42.010
      144  -8.298823  115.455265     7.747  2017 10 18 10 43 47.480
      145  -8.297412  115.403792     5.823  2017 10 18 10 44 30.310
      146  -8.317362  115.419938     5.596  2017 10 18 10 50 30.980
      147  -8.331271  115.399967     3.292  2017 10 18 10 59 39.390
      148  -8.339616  115.399471     1.927  2017 10 18 11  3 21.440
      149  -8.307137  115.448966     9.483  2017 10 18 11  3 51.960
      150  -8.278933  115.471777     4.391  2017 10 18 11  5  3.440
      151  -8.304569  115.431274     8.662  2017 10 18 11  6 17.770
      152  -8.328687  115.399984     3.732  2017 10 18 11  8 36.520
      153  -8.306548  115.466675    10.599  2017 10 18 11 24 33.550
      154  -8.336322  115.404891     1.985  2017 10 18 11 27 29.500
      155  -8.335316  115.397323     2.267  2017 10 18 11 42  0.890
      156  -8.307648  115.458952    11.514  2017 10 18 11 45  5.270
      157  -8.301703  115.422729    10.059  2017 10 18 11 46 23.260
      158  -8.283040  115.487215     1.135  2017 10 18 11 48 15.370
      159  -8.298127  115.462386     9.769  2017 10 18 11 52  1.120
      160  -8.299280  115.433887     9.948  2017 10 18 11 54 22.290
      161  -8.326058  115.401758     4.659  2017 10 18 11 54 49.590
      162  -8.305042  115.446069     9.197  2017 10 18 12  6 38.430
      163  -8.334683  115.402295     2.075  2017 10 18 12 13 15.160
      164  -8.317241  115.399105     5.283  2017 10 18 12 14 59.610
      165  -8.323167  115.453662    10.043  2017 10 18 12 18 56.370
      166  -8.283850  115.488892     0.811  2017 10 18 12 21 57.140
      167  -8.340274  115.395890     2.140  2017 10 18 12 28 42.340
      168  -8.295277  115.437622    10.625  2017 10 18 12 30 10.690
      169  -8.301677  115.464478    11.050  2017 10 18 12 36 36.180
      170  -8.282800  115.492285     0.774  2017 10 18 12 48  9.480
      171  -8.294614  115.470239    10.669  2017 10 18 12 51 55.320
      172  -8.320717  115.404403     5.181  2017 10 18 13  1 11.760
      173  -8.326894  115.401278     3.970  2017 10 18 13  2 10.940
      174  -8.339663  115.410197     0.944  2017 10 18 13  7 56.300
      175  -8.277059  115.437533     8.602  2017 10 18 13 13 27.620
      176  -8.276544  115.394548     7.623  2017 10 18 13 16 10.250
      177  -8.330069  115.392399     4.535  2017 10 18 13 20 24.950
      178  -8.341508  115.402238     1.096  2017 10 18 13 25 13.080
      179  -8.292391  115.432308    10.010  2017 10 18 13 36 12.730
      180  -8.307894  115.454411    10.888  2017 10 18 13 39  6.490
      181  -8.301103  115.413949     9.214  2017 10 18 13 41  8.680
      183  -8.341216  115.396655     1.102  2017 10 18 13 54 39.560
      184  -8.288490  115.501351     9.355  2017 10 18 13 56 36.400
      185  -8.335590  115.400415     2.298  2017 10 18 13 58 39.410
      186  -8.334832  115.401693     2.207  2017 10 18 14  6  9.280
      187  -8.284809  115.486727     1.035  2017 10 18 14  8 46.040
      188  -8.314130  115.399186     5.706  2017 10 18 14 17  4.840
      189  -8.317452  115.401164     7.174  2017 10 18 14 18 49.630
      190  -8.333945  115.397762     2.348  2017 10 18 14 20 20.660
      191  -8.301962  115.466488     9.335  2017 10 18 14 34 19.150
      192  -8.335760  115.398828     2.229  2017 10 18 14 48 39.660
      193  -8.300829  115.471965    10.094  2017 10 18 14 50 15.100
      194  -8.333403  115.400952     2.176  2017 10 18 14 56 47.480
      195  -8.320829  115.408569     4.714  2017 10 18 15  7 38.230
      196  -8.339821  115.397526     1.411  2017 10 18 15  8 45.220
      197  -8.300027  115.423063     9.644  2017 10 18 15 16 19.400
      198  -8.273531  115.483390     1.150  2017 10 18 15 21  1.320
      199  -8.304271  115.460994    10.675  2017 10 18 15 21 44.620
      200  -8.333394  115.398096     2.224  2017 10 18 15 22 49.120
      201  -8.337671  115.395345     1.981  2017 10 18 15 29 18.430
      202  -8.328645  115.399674     2.002  2017 10 18 15 34 55.620
      203  -8.282303  115.491911     0.904  2017 10 18 15 42 25.110
      204  -8.294433  115.435677    11.297  2017 10 18 15 45 22.950
      205  -8.321674  115.397957     4.333  2017 10 18 15 51 21.130
      206  -8.297579  115.468571     9.846  2017 10 18 15 58  1.050
      207  -8.304479  115.455688    10.930  2017 10 18 16  6 21.780
      208  -8.337182  115.396118     2.075  2017 10 18 16 11  2.060
      209  -8.333684  115.389355     2.927  2017 10 18 16 18 15.090
      210  -8.271730  115.486060     2.650  2017 10 18 16 22  9.550
      211  -8.327248  115.397591     4.073  2017 10 18 16 24 32.600
      212  -8.285952  115.435636    11.564  2017 10 18 16 24 59.410
      213  -8.302293  115.437923    10.757  2017 10 18 16 26 33.250
      214  -8.314618  115.443188     9.680  2017 10 18 16 26 47.590
      215  -8.328411  115.399113     3.625  2017 10 18 16 32 42.170
      216  -8.311446  115.444930     9.607  2017 10 18 16 37 40.980
      217  -8.287444  115.467326     5.397  2017 10 18 16 43 31.020
      218  -8.278091  115.469206     4.527  2017 10 18 16 45 34.090
      219  -8.338910  115.394344     2.107  2017 10 18 17  3 20.420
      220  -8.302928  115.470207     9.999  2017 10 18 17  7 16.060
      221  -8.282995  115.494230     0.741  2017 10 18 17 12  2.080
      222  -8.283030  115.463656     5.485  2017 10 18 17 16  6.000
      223  -8.294105  115.423006     4.459  2017 10 18 17 18 17.420
      224  -8.292118  115.487215     0.869  2017 10 18 17 19 15.960
      225  -8.305625  115.461971    10.747  2017 10 18 17 19 27.920
      226  -8.283216  115.459782     5.755  2017 10 18 17 20 59.680
      227  -8.295492  115.428434     9.029  2017 10 18 17 23 16.800
      228  -8.329827  115.397664     3.300  2017 10 18 17 26 10.920
      229  -8.307221  115.430070     6.549  2017 10 18 17 28 56.560
      230  -8.309293  115.461898     9.998  2017 10 18 17 30 19.800
      231  -8.288335  115.487972     1.270  2017 10 18 17 37 32.080
      232  -8.290539  115.486214     1.053  2017 10 18 17 43 24.560
      233  -8.285367  115.488110     1.067  2017 10 18 17 44 25.480
      234  -8.302125  115.422762     5.909  2017 10 18 17 46 16.200
      235  -8.286378  115.488420     1.163  2017 10 18 17 46 29.020
      236  -8.339698  115.396134     2.090  2017 10 18 17 51 40.560
      237  -8.330979  115.394417     5.463  2017 10 18 17 53 29.840
      238  -8.340084  115.413346     0.789  2017 10 18 18 16 46.440
      239  -8.343436  115.414600     1.050  2017 10 18 18 18 40.760
      240  -8.315317  115.441960     9.352  2017 10 18 18 24  2.480
      241  -8.342193  115.402759     0.524  2017 10 18 18 27 31.620
      242  -8.328962  115.398226     4.036  2017 10 18 18 28 11.920
      243  -8.333582  115.396126     4.348  2017 10 18 18 31 57.120
      244  -8.306088  115.422453     8.009  2017 10 18 18 32 11.360
      245  -8.334987  115.403385     2.429  2017 10 18 18 33  0.080
      246  -8.321515  115.399495     4.583  2017 10 18 18 34  0.180
      247  -8.308203  115.446737     9.477  2017 10 18 18 34 59.800
      248  -8.285752  115.490470     1.346  2017 10 18 18 36 11.820
      249  -8.338494  115.402344     2.038  2017 10 18 18 41 51.680
      250  -8.325378  115.399406     4.487  2017 10 18 18 44 49.960
      251  -8.304032  115.409481     8.920  2017 10 18 18 45 18.480
      252  -8.342296  115.403914     0.948  2017 10 18 18 53 43.540
      253  -8.328589  115.399056     3.877  2017 10 18 18 55  7.720
      254  -8.338444  115.399674     1.916  2017 10 18 18 56 15.400
      255  -8.337638  115.403703     2.396  2017 10 18 18 59  0.280
      256  -8.289222  115.436206     7.210  2017 10 18 19  0 31.100
      257  -8.322506  115.396948     4.980  2017 10 18 19  7 33.480
      258  -8.338359  115.400171     2.031  2017 10 18 19  9 26.080
      259  -8.340266  115.396273     2.205  2017 10 18 19 15 51.160
      260  -8.337217  115.405770     2.257  2017 10 18 19 17 36.860
      261  -8.304726  115.412020     8.600  2017 10 18 19 18 15.080
      262  -8.273027  115.485929     2.816  2017 10 18 19 22  5.380
      263  -8.293292  115.446338    11.184  2017 10 18 19 25  9.980
      264  -8.272410  115.486572     2.560  2017 10 18 19 30 45.620
      265  -8.293508  115.479183     9.021  2017 10 18 19 32  2.740
      266  -8.338059  115.398682     1.953  2017 10 18 19 32 24.880
      267  -8.307470  115.400936     6.396  2017 10 18 19 33 20.520
      268  -8.316709  115.403776     5.912  2017 10 18 19 34 26.640
      269  -8.299970  115.419401    10.429  2017 10 18 19 35 56.540
      270  -8.282638  115.496769     0.707  2017 10 18 19 36 29.280
      271  -8.330068  115.401619     3.626  2017 10 18 19 39 46.400
      272  -8.326922  115.402035     4.693  2017 10 18 19 40 40.880
      273  -8.312014  115.400863     6.474  2017 10 18 19 43 35.600
      274  -8.328903  115.399463     4.121  2017 10 18 19 44 35.840
      275  -8.337826  115.399731     2.252  2017 10 18 19 45 56.760
      276  -8.301646  115.415047    10.631  2017 10 18 19 47 14.600
      277  -8.282921  115.493066     0.817  2017 10 18 19 49  6.940
      278  -8.294739  115.437557    10.163  2017 10 18 19 49 29.360
      279  -8.337489  115.398991     2.170  2017 10 18 19 51  6.840
      280  -8.279542  115.475179     3.832  2017 10 18 19 52 36.080
      281  -8.329588  115.399854     4.258  2017 10 18 19 53 56.520
      282  -8.305551  115.424032     8.300  2017 10 18 19 54 49.280
      283  -8.299174  115.458447     9.837  2017 10 18 19 55 46.900
      284  -8.283387  115.428605     8.222  2017 10 18 19 56 45.120
      285  -8.337349  115.405396     2.081  2017 10 18 19 57 53.780
      286  -8.300006  115.404028     5.710  2017 10 18 20  3 24.160
      287  -8.281407  115.461499     5.940  2017 10 18 20 10 51.400
      288  -8.318596  115.452767     9.443  2017 10 18 20 11 55.800
      289  -8.311208  115.397795     5.209  2017 10 18 20 13 28.680
      290  -8.296203  115.475798     9.954  2017 10 18 20 13 53.920
      291  -8.299343  115.424634    10.697  2017 10 18 20 15  9.100
      292  -8.308257  115.467554     9.413  2017 10 18 20 15 49.720
      293  -8.307734  115.413005     6.572  2017 10 18 20 17 14.960
      294  -8.283038  115.466992     2.700  2017 10 18 20 22 29.040
      295  -8.341301  115.397257     2.067  2017 10 18 20 23 26.440
      296  -8.327951  115.402612     4.144  2017 10 18 20 24 49.360
      297  -8.330163  115.402694     3.830  2017 10 18 20 25 20.760
      298  -8.320462  115.400366     5.193  2017 10 18 20 28 57.580
      299  -8.284693  115.493197     0.665  2017 10 18 20 33  7.680
      300  -8.305263  115.408504     8.497  2017 10 18 20 35 56.500
      301  -8.300296  115.416154     9.239  2017 10 18 20 36 20.800
      302  -8.318142  115.400749     5.432  2017 10 18 20 39 35.760
      303  -8.306426  115.402205     7.241  2017 10 18 20 40 27.200
      304  -8.284070  115.489266     0.831  2017 10 18 20 41  5.240
      305  -8.282676  115.474642     2.770  2017 10 18 20 41 24.520
      306  -8.285510  115.492269     1.074  2017 10 18 20 43  3.040
      307  -8.302404  115.455127     8.194  2017 10 18 20 44 30.340
      308  -8.326464  115.403296     4.554  2017 10 18 20 44 56.960
      309  -8.327584  115.401310     4.186  2017 10 18 20 45 49.200
      310  -8.301810  115.437826     7.816  2017 10 18 20 47 27.700
      311  -8.307481  115.461483    10.980  2017 10 18 20 49 41.360
      312  -8.326840  115.404932     4.056  2017 10 18 20 51 24.140
      313  -8.325721  115.404451     4.653  2017 10 18 20 52 42.160
      314  -8.304602  115.423454     8.783  2017 10 18 20 54 13.480
      315  -8.308267  115.447599     9.675  2017 10 18 20 55 40.000
      316  -8.327088  115.403914     4.686  2017 10 18 20 57  0.700
      317  -8.287174  115.484530     1.458  2017 10 18 20 58 22.880
      318  -8.295838  115.477767     9.315  2017 10 18 20 58 36.100
      319  -8.287698  115.486239     1.254  2017 10 18 21  0 52.920
      320  -8.307197  115.441463     9.389  2017 10 18 21  3  3.200
      321  -8.326665  115.402816     4.453  2017 10 18 21  6 23.680
      322  -8.328620  115.402702     4.256  2017 10 18 21  7 38.800
      323  -8.299374  115.470321     9.630  2017 10 18 21  8 20.860
      324  -8.328853  115.402490     4.345  2017 10 18 21  8 39.000
      325  -8.296519  115.420752     7.434  2017 10 18 21 16  0.960
      326  -8.307103  115.420174     8.160  2017 10 18 21 16 44.480
      327  -8.294716  115.474129     9.028  2017 10 18 21 17 20.360
      328  -8.327576  115.400260     4.625  2017 10 18 21 20 11.160
      329  -8.302855  115.406185     8.965  2017 10 18 21 23 26.880
      330  -8.261226  115.488615     6.558  2017 10 18 21 26 19.360
      331  -8.302337  115.487899     9.764  2017 10 18 21 27 25.760
      332  -8.310726  115.397673     5.928  2017 10 18 21 33 32.040
      333  -8.328578  115.400895     4.143  2017 10 18 21 35  3.280
      334  -8.325240  115.400049     5.703  2017 10 18 21 36 56.900
      335  -8.296761  115.472046     9.977  2017 10 18 21 41 24.860
      336  -8.300409  115.457251     9.995  2017 10 18 21 42 34.800
      337  -8.330479  115.399097     3.988  2017 10 18 21 43 22.680
      338  -8.334767  115.403304     2.439  2017 10 18 21 44 16.160
      339  -8.310034  115.449056     8.841  2017 10 18 21 44 50.040
      340  -8.326689  115.401766     4.565  2017 10 18 21 47 14.020
      341  -8.327582  115.400016     4.402  2017 10 18 21 48 27.280
      342  -8.284782  115.491390     0.784  2017 10 18 21 51  2.340
      343  -8.325895  115.402091     4.487  2017 10 18 21 52 11.400
      344  -8.298164  115.448145     9.416  2017 10 18 21 53  9.660
      345  -8.295731  115.438167     9.321  2017 10 18 21 55 38.480
      346  -8.298252  115.472363     9.888  2017 10 18 22  1 11.620
      347  -8.318428  115.397974     5.400  2017 10 18 22  2 57.800
      348  -8.299542  115.466374     9.509  2017 10 18 22  3 52.420
      349  -8.324943  115.399487     4.927  2017 10 18 22  6 54.080
      350  -8.301200  115.457593    10.202  2017 10 18 22  9  8.380
      351  -8.322857  115.403833     5.814  2017 10 18 22 24  0.920
      352  -8.288602  115.430241     7.279  2017 10 18 22 26 27.660
      353  -8.327637  115.400871     4.124  2017 10 18 22 28  2.720
      354  -8.324729  115.398975     4.935  2017 10 18 22 31 28.280
      355  -8.287206  115.441007     7.065  2017 10 18 22 36  5.620
      356  -8.308449  115.446802     9.360  2017 10 18 22 37 45.820
      357  -8.295548  115.436857     9.717  2017 10 18 22 38 48.940
      358  -8.327845  115.401139     3.985  2017 10 18 22 40 27.960
      359  -8.327623  115.399927     4.045  2017 10 18 22 41 36.620
      360  -8.328150  115.400977     3.854  2017 10 18 22 44 23.060
      361  -8.287650  115.486922     1.158  2017 10 18 22 53 50.940
      362  -8.326245  115.400448     4.370  2017 10 18 22 55 12.720
      363  -8.327298  115.398283     4.387  2017 10 18 23  3 47.940
      364  -8.323882  115.402051     2.992  2017 10 18 23  4 33.740
      365  -8.325229  115.401270     4.609  2017 10 18 23  7 27.200
      366  -8.321726  115.402425     6.009  2017 10 18 23 10  5.080
      367  -8.326426  115.402531     4.080  2017 10 18 23 10 59.320
      368  -8.276349  115.471460     5.011  2017 10 18 23 12 39.880
      369  -8.322864  115.410970     4.755  2017 10 18 23 15 44.960
      370  -8.279681  115.467358     3.747  2017 10 18 23 17 57.600
      371  -8.314514  115.416178     6.146  2017 10 18 23 21  7.260
      372  -8.288612  115.486084     1.120  2017 10 18 23 23 53.440
      373  -8.333716  115.426261     1.497  2017 10 18 23 25 34.600
      374  -8.298373  115.414290     7.023  2017 10 18 23 26 22.200
      375  -8.329168  115.397078     3.821  2017 10 18 23 32 17.920
      376  -8.328116  115.397990     3.850  2017 10 18 23 33  0.240
      377  -8.327406  115.400985     4.051  2017 10 18 23 35 28.440
      378  -8.336420  115.398812     2.284  2017 10 18 23 37  7.280
      379  -8.325956  115.402344     4.169  2017 10 18 23 37 27.540
      380  -8.327609  115.399959     3.817  2017 10 18 23 46 35.900
      381  -8.278800  115.488159     0.987  2017 10 18 23 55 30.320
      382  -8.292970  115.486548     1.242  2017 10 18 23 56 58.900
      383  -8.314271  115.414697     5.568  2017 10 18 23 57 16.200
      384  -8.284135  115.492806     0.680  2017 10 18 23 58 14.040
      385  -8.334545  115.398258     2.055  2017 10 18 23 58 46.600
      386  -8.327747  115.395597     6.039  2017 10 18 23 59 29.200
      387  -8.327304  115.397965     3.896  2017 10 19  0  3 34.120
      388  -8.283604  115.488810     0.789  2017 10 19  0  4 39.390
      389  -8.326544  115.403231     3.957  2017 10 19  0  8  8.530
      390  -8.328047  115.398022     3.929  2017 10 19  0  9 32.390
      391  -8.329120  115.401619     3.613  2017 10 19  0 11 41.890
      392  -8.313891  115.413354     6.036  2017 10 19  0 14 16.660
      393  -8.326669  115.401790     4.165  2017 10 19  0 21  1.360
      394  -8.339991  115.401164     1.096  2017 10 19  0 24 11.050
      395  -8.326469  115.401196     4.183  2017 10 19  0 24 54.770
      396  -8.336117  115.397469     2.302  2017 10 19  0 28 47.820
      397  -8.283282  115.490894     1.002  2017 10 19  0 30 16.890
      398  -8.276607  115.467025     5.633  2017 10 19  0 36 11.560
      399  -8.336007  115.399878     2.206  2017 10 19  0 37 23.380
      400  -8.318945  115.403263     5.104  2017 10 19  0 45 20.100
      401  -8.313491  115.459017     9.492  2017 10 19  0 46 33.550
      402  -8.285024  115.491821     0.680  2017 10 19  0 51  0.620
      403  -8.291261  115.478833     8.373  2017 10 19  0 51 38.750
      404  -8.326331  115.402384     4.198  2017 10 19  1  0  3.420
      405  -8.313194  115.414526     5.706  2017 10 19  1  1 27.450
      406  -8.285226  115.490942     0.691  2017 10 19  1  2 45.870
      407  -8.283430  115.463582     5.645  2017 10 19  1  7 41.770
      408  -8.328492  115.396598     3.714  2017 10 19  1 10 14.400
      409  -8.326390  115.403190     4.263  2017 10 19  1 14  5.330
      410  -8.307360  115.400993     5.945  2017 10 19  1 16 26.870
      411  -8.332159  115.395589     4.607  2017 10 19  1 25 28.310
      412  -8.284196  115.489209     1.030  2017 10 19  1 26 21.870
      413  -8.335439  115.399406     2.094  2017 10 19  1 31 57.000
      414  -8.326106  115.400146     4.068  2017 10 19  1 34 37.650
      415  -8.327434  115.399365     3.660  2017 10 19  1 35 28.680
      416  -8.279850  115.459131     5.605  2017 10 19  1 35 49.360
      417  -8.300313  115.455216     7.896  2017 10 19  1 37 13.100
      418  -8.296762  115.448364    11.707  2017 10 19  1 37 48.560
      419  -8.337198  115.401693     1.379  2017 10 19  1 40 42.560
      420  -8.338806  115.403784     2.224  2017 10 19  1 55 45.550
      421  -8.336026  115.395020     2.097  2017 10 19  2  1 32.400
      422  -8.284213  115.488371     0.931  2017 10 19  2  3  4.130
      423  -8.271772  115.488468     0.392  2017 10 19  2  4 47.830
      424  -8.333998  115.402563     2.037  2017 10 19  2  6 18.130
      425  -8.333136  115.399178     1.787  2017 10 19  2  6 41.800
      426  -8.308214  115.396891     6.486  2017 10 19  2 14 39.780
      427  -8.294909  115.482821     1.157  2017 10 19  2 18  0.980
