Magnitude,Date,Year,Month,Day,Northing,Easting,Depth,snr
1.765545879,9:48:27 PM,2017,10,18,-8.327582,115.400016,-4402,3.91940168
1.808177079,9:51:02 PM,2017,10,18,-8.284782,115.49139,-784,4.365902074
1.597409289,9:52:11 PM,2017,10,18,-8.325895,115.402091,-4487,2.400524278
2.158720381,9:53:10 PM,2017,10,18,-8.298164,115.448145,-9416,7.730432497
1.948229867,9:55:38 PM,2017,10,18,-8.295731,115.438167,-9321,4.731514958
1.905625493,10:01:12 PM,2017,10,18,-8.298252,115.472363,-9888,3.708054903
1.583516095,10:02:58 PM,2017,10,18,-8.318428,115.397974,-5400,2.66032409
1.640936965,10:03:52 PM,2017,10,18,-8.299542,115.466374,-9509,2.181050372
2.430734802,10:06:54 PM,2017,10,18,-8.324943,115.399487,-4927,35.20943252
2.094834345,10:09:08 PM,2017,10,18,-8.3012,115.457593,-10202,7.923859505
1.641562016,10:24:01 PM,2017,10,18,-8.322857,115.403833,-5814,2.495887739
2.345602948,10:26:28 PM,2017,10,18,-8.288602,115.430241,-7279,20.16033493
1.871356866,10:28:03 PM,2017,10,18,-8.327637,115.400871,-4124,5.936775894
2.252254241,10:31:28 PM,2017,10,18,-8.324729,115.398975,-4935,13.04415081
2.135654861,10:36:06 PM,2017,10,18,-8.287206,115.441007,-7065,14.37013913
2.381997992,10:37:46 PM,2017,10,18,-8.308449,115.446802,-9360,16.75656654
2.121590688,10:38:49 PM,2017,10,18,-8.295548,115.436857,-9717,5.90009485
1.893213555,10:40:28 PM,2017,10,18,-8.327845,115.401139,-3985,5.049026153
1.782489055,10:41:37 PM,2017,10,18,-8.327623,115.399927,-4045,5.359193777
1.960784485,10:44:23 PM,2017,10,18,-8.32815,115.400977,-3854,5.489130694
1.408005863,10:53:51 PM,2017,10,18,-8.28765,115.486922,-1158,4.700370108
1.832394361,10:55:13 PM,2017,10,18,-8.326245,115.400448,-4370,3.612304243
2.000916886,11:03:48 PM,2017,10,18,-8.327298,115.398283,-4387,9.812622188
1.274575702,11:04:34 PM,2017,10,18,-8.323882,115.402051,-2992,2.658245437
1.667372452,11:07:27 PM,2017,10,18,-8.325229,115.40127,-4609,2.8712047
1.958032871,11:10:05 PM,2017,10,18,-8.321726,115.402425,-6009,8.417283188
1.855965493,11:10:59 PM,2017,10,18,-8.326426,115.402531,-4080,4.579475388
1.670185088,11:12:40 PM,2017,10,18,-8.276349,115.47146,-5011,3.629329233
2.043902799,11:15:45 PM,2017,10,18,-8.322864,115.41097,-4755,8.248461096
1.477883908,11:17:58 PM,2017,10,18,-8.279681,115.467358,-3747,2.447455908
2.194039055,11:21:07 PM,2017,10,18,-8.314514,115.416178,-6146,5.511410328
1.456381284,11:23:53 PM,2017,10,18,-8.288612,115.486084,-1120,3.516219531
1.400341122,11:25:35 PM,2017,10,18,-8.333716,115.426261,-1497,3.268692098
1.388629826,11:26:22 PM,2017,10,18,-8.298373,115.41429,-7023,2.547797767
1.554723862,11:32:18 PM,2017,10,18,-8.329168,115.397078,-3821,2.809086118
1.443031138,11:33:00 PM,2017,10,18,-8.328116,115.39799,-3850,2.189577863
1.919443429,11:35:28 PM,2017,10,18,-8.327406,115.400985,-4051,4.524750125
1.430189631,11:37:07 PM,2017,10,18,-8.33642,115.398812,-2284,3.066211836
1.462466833,11:37:28 PM,2017,10,18,-8.325956,115.402344,-4169,2.118912033
1.764593306,11:46:36 PM,2017,10,18,-8.327609,115.399959,-3817,2.706214151
1.395610537,11:55:30 PM,2017,10,18,-8.2788,115.488159,-987,2.173969605
1.720532388,11:57:16 PM,2017,10,18,-8.314271,115.414697,-5568,4.488985209
1.609037919,11:58:14 PM,2017,10,18,-8.284135,115.492806,-680,3.341829524
1.883414261,11:58:47 PM,2017,10,18,-8.334545,115.398258,-2055,4.656954585
1.916261032,11:59:29 PM,2017,10,18,-8.327747,115.395597,-6039,4.285138396
1.794264332,12:03:34 AM,2017,10,19,-8.327304,115.397965,-3896,5.181153781
1.248944659,12:04:39 AM,2017,10,19,-8.283604,115.48881,-789,3.144009332
1.837636024,12:08:09 AM,2017,10,19,-8.326544,115.403231,-3957,4.964055293
1.57778422,12:09:32 AM,2017,10,19,-8.328047,115.398022,-3929,3.822664623
2.263763334,12:11:42 AM,2017,10,19,-8.32912,115.401619,-3613,10.45198952
2.203387146,12:14:17 AM,2017,10,19,-8.313891,115.413354,-6036,18.04789551
2.393822138,12:21:01 AM,2017,10,19,-8.326669,115.40179,-4165,3.687072287
1.32560879,12:24:11 AM,2017,10,19,-8.339991,115.401164,-1096,2.763638597
1.955572803,12:24:55 AM,2017,10,19,-8.326469,115.401196,-4183,6.86065062
1.379170689,12:28:48 AM,2017,10,19,-8.336117,115.397469,-2302,2.488658602
1.682626144,12:30:17 AM,2017,10,19,-8.283282,115.490894,-1002,5.559700204
1.987375009,12:36:12 AM,2017,10,19,-8.276607,115.467025,-5633,6.984603719
1.650179121,12:37:23 AM,2017,10,19,-8.336007,115.399878,-2206,3.455933217
1.92137779,12:45:20 AM,2017,10,19,-8.318945,115.403263,-5104,5.194235408
1.904853184,12:46:34 AM,2017,10,19,-8.313491,115.459017,-9492,2.37449178
1.446135275,12:51:01 AM,2017,10,19,-8.285024,115.491821,-680,3.031061699
1.542646228,12:51:39 AM,2017,10,19,-8.291261,115.478833,-8373,2.727160107
1.709796662,1:00:03 AM,2017,10,19,-8.326331,115.402384,-4198,22.95566528
1.889529256,1:01:27 AM,2017,10,19,-8.313194,115.414526,-5706,5.896092001
1.953075313,1:07:42 AM,2017,10,19,-8.28343,115.463582,-5645,2.750166066
2.658811248,1:10:14 AM,2017,10,19,-8.328492,115.396598,-3714,90.52086287
1.970033097,1:14:05 AM,2017,10,19,-8.32639,115.40319,-4263,6.006359046
2.080966095,1:16:27 AM,2017,10,19,-8.30736,115.400993,-5945,10.67422923
1.788507935,1:26:22 AM,2017,10,19,-8.284196,115.489209,-1030,6.118695859
1.635705906,1:31:57 AM,2017,10,19,-8.335439,115.399406,-2094,4.815323003
1.706088761,1:34:38 AM,2017,10,19,-8.326106,115.400146,-4068,5.161435796
1.693319649,1:35:29 AM,2017,10,19,-8.327434,115.399365,-3660,3.439775716
1.743513978,1:35:49 AM,2017,10,19,-8.27985,115.459131,-5605,2.676355455
2.437345967,1:37:49 AM,2017,10,19,-8.296762,115.448364,-11707,22.64266634
1.75991691,1:40:43 AM,2017,10,19,-8.337198,115.401693,-1379,4.221352273
1.893692651,1:55:46 AM,2017,10,19,-8.338806,115.403784,-2224,7.596804438
1.377018886,2:01:32 AM,2017,10,19,-8.336026,115.39502,-2097,3.714081304
0.950986735,2:03:04 AM,2017,10,19,-8.284213,115.488371,-931,2.097408715
1.565663737,2:04:48 AM,2017,10,19,-8.271772,115.488468,-392,4.709151239
1.861055186,2:06:18 AM,2017,10,19,-8.333998,115.402563,-2037,8.436664714
2.253081483,2:06:42 AM,2017,10,19,-8.333136,115.399178,-1787,14.13066345
1.640980774,2:14:40 AM,2017,10,19,-8.308214,115.396891,-6486,2.923775983
1.391292772,2:18:01 AM,2017,10,19,-8.294909,115.482821,-1157,2.845789796
2.20682128,2:18:46 AM,2017,10,19,-8.308047,115.440186,-10410,13.63748822
1.883694329,2:22:53 AM,2017,10,19,-8.340874,115.394857,-2489,5.488437948
1.705477393,2:24:30 AM,2017,10,19,-8.303321,115.456567,-10267,2.283708611
1.596793565,2:24:57 AM,2017,10,19,-8.326603,115.401172,-4317,3.050493165
2.064269814,2:25:52 AM,2017,10,19,-8.326884,115.402246,-4276,9.126424585
2.028085256,2:31:46 AM,2017,10,19,-8.327435,115.399837,-4068,8.208637723
1.66392077,2:35:49 AM,2017,10,19,-8.291948,115.486873,-1148,5.48577224
1.879656632,2:41:01 AM,2017,10,19,-8.310086,115.442334,-9518,2.972761567
1.566758629,2:48:53 AM,2017,10,19,-8.32674,115.401359,-3853,2.475163513
1.432086885,2:50:09 AM,2017,10,19,-8.283582,115.467603,-3784,4.811931434
1.878255153,2:55:37 AM,2017,10,19,-8.307498,115.395581,-6800,3.636639271
1.430987789,2:56:16 AM,2017,10,19,-8.341195,115.402791,-649,2.795328611
1.07119362,2:57:21 AM,2017,10,19,-8.284073,115.469613,-2731,2.321436735
2.144479409,2:58:56 AM,2017,10,19,-8.330979,115.402913,-3977,12.68659309
1.940256223,3:00:19 AM,2017,10,19,-8.306016,115.444035,-9298,4.363670232
1.776809706,3:10:45 AM,2017,10,19,-8.280078,115.471037,-4236,3.863530268
1.471036168,3:12:16 AM,2017,10,19,-8.336557,115.400944,-2240,2.585765362
2.395485414,3:12:58 AM,2017,10,19,-8.311058,115.445524,-4747,36.18558482
1.201729565,3:20:24 AM,2017,10,19,-8.33747,115.415617,-1550,2.296704131
1.759866086,3:24:09 AM,2017,10,19,-8.285631,115.493709,-910,3.249314741
1.168876022,3:25:01 AM,2017,10,19,-8.283342,115.483407,-853,2.279980835
2.325552549,3:30:44 AM,2017,10,19,-8.329627,115.401497,-3803,25.98975546
1.950410186,3:32:04 AM,2017,10,19,-8.318265,115.398804,-5757,5.687872116
1.80494989,3:34:18 AM,2017,10,19,-8.332941,115.402091,-2388,7.606082364
2.146520396,3:34:48 AM,2017,10,19,-8.315547,115.399813,-5709,7.158224428
1.63440706,3:39:29 AM,2017,10,19,-8.305154,115.457235,-9784,3.122281772
1.429781018,3:41:12 AM,2017,10,19,-8.328268,115.398307,-3717,2.793063406
1.950343915,3:42:41 AM,2017,10,19,-8.298278,115.434334,-8743,2.28203901
1.534031361,3:43:04 AM,2017,10,19,-8.283647,115.488729,-994,3.631671184
1.980250805,3:45:08 AM,2017,10,19,-8.325273,115.400203,-4534,9.287120446
2.02181923,3:49:00 AM,2017,10,19,-8.310276,115.447648,-9554,6.687392933
1.67291858,3:57:18 AM,2017,10,19,-8.301359,115.402889,-5699,3.742217783
2.225245586,4:02:08 AM,2017,10,19,-8.294286,115.482959,-1110,37.02204603
1.379046446,4:05:30 AM,2017,10,19,-8.292756,115.478564,-9079,2.531864397
1.591578337,4:08:50 AM,2017,10,19,-8.280825,115.468734,-4791,3.303330487
1.485523707,4:09:42 AM,2017,10,19,-8.319579,115.422119,-2964,5.33875638
2.409695951,4:13:06 AM,2017,10,19,-8.324357,115.398071,-5059,12.49876625
1.669101606,4:16:49 AM,2017,10,19,-8.291079,115.482137,-1063,2.348852174
1.975446832,4:20:44 AM,2017,10,19,-8.299656,115.405949,-9672,2.030718259
1.872180259,4:21:48 AM,2017,10,19,-8.259599,115.441699,-10804,3.831308308
1.471034688,4:23:06 AM,2017,10,19,-8.306715,115.424105,-7823,2.929078233
1.167147366,4:24:17 AM,2017,10,19,-8.287954,115.486865,-1111,3.470364111
1.427087252,4:26:24 AM,2017,10,19,-8.308212,115.400496,-6361,2.106897502
1.704192239,4:30:29 AM,2017,10,19,-8.335492,115.400269,-2122,7.319983446
1.418230098,4:32:53 AM,2017,10,19,-8.278978,115.470158,-3908,2.364901366
1.855875569,4:33:13 AM,2017,10,19,-8.304446,115.390153,-4968,2.208063462
2.006608495,4:34:33 AM,2017,10,19,-8.311753,115.398714,-7613,2.187885419
1.550695337,4:37:01 AM,2017,10,19,-8.288449,115.486841,-1061,3.415900214
1.515984403,4:37:38 AM,2017,10,19,-8.286528,115.48842,-938,4.14571491
1.695823772,4:39:27 AM,2017,10,19,-8.326913,115.401473,-3972,3.699650393
1.898430258,4:41:59 AM,2017,10,19,-8.270463,115.48361,-3490,4.860797955
1.98483423,4:43:13 AM,2017,10,19,-8.319993,115.404329,-6466,10.68421736
2.42768609,4:44:10 AM,2017,10,19,-8.307677,115.403695,-8299,24.34617427
2.006998558,4:46:25 AM,2017,10,19,-8.29623,115.443457,-8466,2.513237719
1.765461307,4:48:52 AM,2017,10,19,-8.311327,115.401473,-6706,3.322545073
2.281812176,4:53:08 AM,2017,10,19,-8.281084,115.393693,-6086,25.06672913
1.961019826,4:56:01 AM,2017,10,19,-8.307964,115.409717,-8249,5.30765897
1.770023185,4:58:21 AM,2017,10,19,-8.286481,115.489567,-945,7.039302193
1.34169674,5:00:22 AM,2017,10,19,-8.305834,115.402686,-5840,2.064696134
2.372554584,5:02:23 AM,2017,10,19,-8.301351,115.40717,-8473,25.43676002
1.999397884,5:05:23 AM,2017,10,19,-8.28323,115.45638,-11738,8.492583714
1.95198355,5:10:49 AM,2017,10,19,-8.308403,115.399862,-6171,6.579001175
2.342714302,5:12:39 AM,2017,10,19,-8.337816,115.400366,-2021,16.14615087
1.732543324,5:18:42 AM,2017,10,19,-8.312288,115.423991,-7220,2.734903966
1.701849991,5:29:25 AM,2017,10,19,-8.297063,115.416545,-9326,2.931062714
2.011691035,5:32:19 AM,2017,10,19,-8.323003,115.399715,-6513,6.465459567
2.097153775,5:43:13 AM,2017,10,19,-8.301548,115.459847,-11091,9.222589697
1.873494678,5:46:53 AM,2017,10,19,-8.300353,115.457186,-10172,6.039469312
1.523377172,5:53:21 AM,2017,10,19,-8.348606,115.409391,-579,3.188619085
2.616739726,5:55:26 AM,2017,10,19,-8.290521,115.444556,-10712,50.80707563
2.278770047,6:01:24 AM,2017,10,19,-8.318064,115.383862,-6859,11.95105642
1.240985577,6:03:00 AM,2017,10,19,-8.300874,115.45,-7937,2.44986169
1.615640695,6:03:46 AM,2017,10,19,-8.302664,115.4,-4806,3.867854068
1.816354002,6:08:58 AM,2017,10,19,-8.283439,115.454647,-7677,2.108258792
1.459970553,6:19:12 AM,2017,10,19,-8.323052,115.406112,-4715,3.401515187
2.091741912,6:20:07 AM,2017,10,19,-8.326973,115.401937,-4395,7.090344083
1.870529391,6:20:41 AM,2017,10,19,-8.299709,115.423169,-9592,10.29149858
1.755501566,6:26:39 AM,2017,10,19,-8.309678,115.414339,-7767,4.660840282
1.475108106,6:29:05 AM,2017,10,19,-8.310498,115.396647,-6785,2.634793169
1.440530947,6:34:26 AM,2017,10,19,-8.306996,115.405827,-7587,3.546345585
1.948209952,6:38:06 AM,2017,10,19,-8.311669,115.394792,-6962,2.871234357
1.769575272,6:38:39 AM,2017,10,19,-8.307435,115.422933,-7102,2.986730979
1.911154639,6:42:03 AM,2017,10,19,-8.307919,115.414152,-6040,4.509871737
1.445084697,6:42:23 AM,2017,10,19,-8.337128,115.398853,-884,3.373212119
1.674748956,6:44:11 AM,2017,10,19,-8.278498,115.487191,-1416,5.602414143
1.945152668,6:48:43 AM,2017,10,19,-8.329228,115.398478,-4091,7.835438754
1.810610288,6:55:48 AM,2017,10,19,-8.302687,115.405168,-7604,2.625916744
2.123372202,7:00:32 AM,2017,10,19,-8.308997,115.446769,-8054,6.367959369
1.657623866,7:09:13 AM,2017,10,19,-8.337454,115.398747,-2240,7.208525212
1.714806589,7:13:09 AM,2017,10,19,-8.296581,115.411865,-8556,3.125779219
2.307132302,7:25:37 AM,2017,10,19,-8.304517,115.419124,-7840,8.920601935
1.53288698,7:30:04 AM,2017,10,19,-8.297638,115.450228,-9661,3.144553109
2.203922979,7:31:42 AM,2017,10,19,-8.302718,115.464022,-10136,12.1696005
1.656816333,7:50:47 AM,2017,10,19,-8.315866,115.42526,-6858,2.404660589
1.963136334,7:53:00 AM,2017,10,19,-8.297192,115.440169,-10161,6.036408192
2.11104447,7:55:15 AM,2017,10,19,-8.33022,115.398682,-3680,14.81773419
1.657569177,8:03:37 AM,2017,10,19,-8.312204,115.436239,-9326,2.391738565
1.873937091,8:11:38 AM,2017,10,19,-8.301644,115.45813,-10107,4.041297949
2.098630424,8:15:02 AM,2017,10,19,-8.344885,115.426099,-1226,22.02554956
1.558900646,8:19:04 AM,2017,10,19,-8.335163,115.400496,-2329,3.338679825
1.643156213,8:22:19 AM,2017,10,19,-8.342111,115.393571,-2167,4.833712576
1.67159561,8:22:54 AM,2017,10,19,-8.273485,115.483879,-2739,3.722198574
1.37417824,8:23:51 AM,2017,10,19,-8.284616,115.492554,-789,2.988299238
1.984795428,8:25:35 AM,2017,10,19,-8.312267,115.3955,-7487,9.047295919
1.884923868,8:31:32 AM,2017,10,19,-8.33503,115.399365,-2083,9.926575655
2.513749785,8:35:18 AM,2017,10,19,-8.309683,115.407267,-8380,32.96627068
1.338570671,8:44:38 AM,2017,10,19,-8.279898,115.491634,-668,4.648899536
1.993576627,8:44:49 AM,2017,10,19,-8.308323,115.402214,-7605,3.552366444
2.326843331,8:45:14 AM,2017,10,19,-8.306612,115.40769,-6321,13.76974189
1.756383534,8:51:37 AM,2017,10,19,-8.298709,115.413143,-9055,3.043130446
1.647157081,8:53:17 AM,2017,10,19,-8.327871,115.398918,-4186,3.066498929
1.808341667,9:12:33 AM,2017,10,19,-8.302182,115.456803,-10330,4.243296515
1.45532486,9:24:28 AM,2017,10,19,-8.335713,115.400334,-2501,3.428188575
1.681243171,9:29:15 AM,2017,10,19,-8.286431,115.486442,-743,6.84282096
1.546010722,9:31:01 AM,2017,10,19,-8.297679,115.399259,-8410,2.166029476
1.285909125,9:35:51 AM,2017,10,19,-8.280349,115.487158,-1231,3.051772069
1.459789426,9:36:41 AM,2017,10,19,-8.336349,115.401164,-1482,4.160121124
1.523190298,9:42:47 AM,2017,10,19,-8.286943,115.487272,-1153,6.184978465
1.821411846,10:02:47 AM,2017,10,19,-8.32455,115.40887,-3462,8.444036167
1.643620899,10:11:55 AM,2017,10,19,-8.30464,115.406226,-7936,3.711629287
1.674661063,10:14:22 AM,2017,10,19,-8.296621,115.403988,-8008,2.920197529
1.28676193,10:19:34 AM,2017,10,19,-8.340787,115.422697,-1053,4.019323959
1.441606961,10:21:16 AM,2017,10,19,-8.302169,115.457349,-10196,4.578507019
1.526312319,10:21:42 AM,2017,10,19,-8.308172,115.396574,-7016,2.727043661
1.663163747,10:23:19 AM,2017,10,19,-8.298271,115.464803,-9679,2.279307151
1.291140425,10:27:54 AM,2017,10,19,-8.329877,115.403776,-2215,2.799743241
1.337685334,10:30:08 AM,2017,10,19,-8.342017,115.400798,-2207,2.967817123
1.745634953,10:31:36 AM,2017,10,19,-8.301881,115.458773,-10049,4.585708776
1.64134849,10:32:30 AM,2017,10,19,-8.285806,115.487679,-1067,6.578457069
1.553388106,10:35:28 AM,2017,10,19,-8.329295,115.396867,-3415,2.851122695
1.799328302,10:38:38 AM,2017,10,19,-8.325418,115.399373,-6062,4.903259322
1.408709825,10:43:51 AM,2017,10,19,-8.315143,115.407576,-6427,3.513443407
1.0423488,10:54:16 AM,2017,10,19,-8.288034,115.48195,-1141,2.281901227
1.473923144,10:54:25 AM,2017,10,19,-8.284055,115.471118,-2713,3.586957301
1.622226443,10:56:36 AM,2017,10,19,-8.306504,115.440942,-8680,4.126659387
1.345240754,10:58:12 AM,2017,10,19,-8.292856,115.461719,-6619,3.268523426
1.516070602,10:59:00 AM,2017,10,19,-8.306889,115.498568,-6942,6.99395049
1.376531051,11:02:40 AM,2017,10,19,-8.286914,115.489274,-936,2.792524727
1.379596374,11:04:50 AM,2017,10,19,-8.304361,115.460612,-9322,2.095345495
1.674687439,11:05:36 AM,2017,10,19,-8.336624,115.398722,-2244,3.156574136
2.01740067,11:07:10 AM,2017,10,19,-8.305599,115.45363,-9967,5.870078475
1.88159273,11:08:28 AM,2017,10,19,-8.297291,115.478003,-9813,3.361842301
2.022612879,11:12:10 AM,2017,10,19,-8.293756,115.46569,-9492,2.61394033
1.291369551,11:16:11 AM,2017,10,19,-8.342472,115.405981,-868,2.686264843
1.680991017,11:18:32 AM,2017,10,19,-8.298364,115.416414,-8893,2.345262382
2.153135943,11:24:11 AM,2017,10,19,-8.269929,115.482243,-3947,8.240137987
0.884604068,11:32:19 AM,2017,10,19,-8.282964,115.486906,-957,3.555444377
1.541313355,11:36:07 AM,2017,10,19,-8.281763,115.487061,-910,3.325017943
1.611841107,11:36:45 AM,2017,10,19,-8.306437,115.401831,-7662,2.58982186
1.641926602,11:38:03 AM,2017,10,19,-8.285418,115.486719,-1252,4.388849564
1.366933966,11:45:13 AM,2017,10,19,-8.273159,115.481014,-2714,3.030081383
1.253653901,11:46:35 AM,2017,10,19,-8.335761,115.425496,-1116,2.959017227
1.542590241,11:47:38 AM,2017,10,19,-8.309951,115.405225,-6731,2.248014051
1.366660939,12:00:21 PM,2017,10,19,-8.273211,115.480762,-2646,2.814915674
2.033083155,12:01:17 PM,2017,10,19,-8.3072,115.399992,-7342,9.008332623
1.627768754,12:02:09 PM,2017,10,19,-8.308599,115.401204,-6758,3.234779181
2.261451392,12:06:37 PM,2017,10,19,-8.324869,115.395793,-5001,9.607941083
1.810869433,12:12:46 PM,2017,10,19,-8.301325,115.459408,-9525,4.01157183
1.705799896,12:14:21 PM,2017,10,19,-8.290665,115.488477,-1199,4.506397867
2.109193565,12:14:50 PM,2017,10,19,-8.313027,115.394613,-4195,4.871788025
1.856211189,12:33:23 PM,2017,10,19,-8.31451,115.472144,-11202,5.258937169
2.145503522,12:46:48 PM,2017,10,19,-8.269275,115.485726,-2729,24.20861918
2.454707361,1:02:24 PM,2017,10,19,-8.326954,115.391431,-2832,67.33076717
1.555070583,1:19:07 PM,2017,10,19,-8.32385,115.406112,-3598,5.278716327
1.186121027,1:19:27 PM,2017,10,19,-8.330652,115.398706,-2276,3.743254635
2.085032495,1:22:21 PM,2017,10,19,-8.284393,115.428654,-6699,16.3196895
1.713653575,1:30:47 PM,2017,10,19,-8.300896,115.420736,-10045,3.203895803
1.7070965,1:41:49 PM,2017,10,19,-8.306353,115.393636,-7210,2.728556699
1.32708659,1:42:53 PM,2017,10,19,-8.326962,115.401676,-2002,2.875789399
1.668510398,1:43:43 PM,2017,10,19,-8.309523,115.436442,-9166,3.16142208
1.432201903,1:50:27 PM,2017,10,19,-8.328562,115.409644,-3921,2.52306419
1.266486748,1:56:21 PM,2017,10,19,-8.332056,115.392521,-968,2.695063627
2.085980533,2:03:04 PM,2017,10,19,-8.30076,115.45568,-10468,10.8960036
1.767626773,2:03:58 PM,2017,10,19,-8.29606,115.470272,-10273,2.969841322
1.744724993,2:06:14 PM,2017,10,19,-8.301835,115.398242,-5334,4.360982465
1.883808368,2:23:06 PM,2017,10,19,-8.337022,115.397689,-724,14.52926343
1.790928759,2:25:11 PM,2017,10,19,-8.288341,115.4861,-941,5.332034374
1.47444846,2:32:50 PM,2017,10,19,-8.3143,115.466056,-8510,4.493996426
1.400623763,2:34:46 PM,2017,10,19,-8.334934,115.396875,-2159,2.951071766
1.776189286,2:37:46 PM,2017,10,19,-8.309133,115.392017,-6013,3.422872544
1.382325021,2:38:28 PM,2017,10,19,-8.336447,115.396924,-1193,4.298783336
1.987777784,2:38:41 PM,2017,10,19,-8.273986,115.484627,-604,5.046379542
1.935750476,2:45:11 PM,2017,10,19,-8.300989,115.454321,-10314,6.861559687
2.014926094,2:52:18 PM,2017,10,19,-8.336451,115.398324,-2088,13.3567243
1.196637077,3:15:03 PM,2017,10,19,-8.335371,115.397241,-2071,2.235586476
1.617094645,3:21:23 PM,2017,10,19,-8.282337,115.485173,-1099,5.224397195
1.527425776,3:25:43 PM,2017,10,19,-8.273939,115.483488,-1423,8.238988319
1.695369999,3:27:13 PM,2017,10,19,-8.33529,115.397274,-2100,4.161802522
0.916461026,3:31:38 PM,2017,10,19,-8.285555,115.480859,-1314,2.69548511
1.441962833,3:32:47 PM,2017,10,19,-8.336425,115.398429,-1307,2.364219944
1.218932116,3:37:00 PM,2017,10,19,-8.335719,115.396932,-1982,3.593977482
1.74451464,3:42:00 PM,2017,10,19,-8.321076,115.402279,-4280,3.603217057
1.761614341,3:44:10 PM,2017,10,19,-8.281888,115.487085,-1155,9.262622169
2.211216763,3:44:52 PM,2017,10,19,-8.320579,115.38741,-1934,20.01347984
1.863941827,3:51:07 PM,2017,10,19,-8.335059,115.393717,-1073,23.38768175
1.7262646,3:55:36 PM,2017,10,19,-8.296679,115.450903,-9557,3.177947961
1.632523926,3:57:32 PM,2017,10,19,-8.33427,115.398543,-1402,2.623797627
1.772034925,3:59:31 PM,2017,10,19,-8.314191,115.478516,-7370,4.529295218
1.29279204,4:02:31 PM,2017,10,19,-8.330951,115.399007,-2087,4.53099714
2.089416515,4:03:09 PM,2017,10,19,-8.308799,115.446509,-9930,10.90219168
1.877055168,4:04:54 PM,2017,10,19,-8.302189,115.471151,-10426,2.186242444
1.408347977,4:05:21 PM,2017,10,19,-8.312221,115.388387,-4953,3.794427154
2.551603716,4:11:58 PM,2017,10,19,-8.297613,115.449797,-11080,60.95093459
1.709622056,4:16:56 PM,2017,10,19,-8.289038,115.409871,-10157,3.255280794
2.033250934,4:20:50 PM,2017,10,19,-8.303196,115.455949,-9758,8.369722333
2.128880548,4:32:41 PM,2017,10,19,-8.280512,115.433757,-7963,21.24469812
2.162817409,4:33:55 PM,2017,10,19,-8.299018,115.45332,-10342,8.531642178
1.686622133,4:43:37 PM,2017,10,19,-8.304262,115.452303,-9902,3.263576733
2.212569857,4:47:26 PM,2017,10,19,-8.303012,115.453906,-10834,25.03885817
1.499821042,4:52:25 PM,2017,10,19,-8.311611,115.390918,-4692,4.458138633
1.330664983,5:04:22 PM,2017,10,19,-8.314214,115.384578,-7133,2.341047804
1.272435234,5:06:06 PM,2017,10,19,-8.287673,115.490926,-856,5.222956091
1.992910275,5:08:09 PM,2017,10,19,-8.335421,115.394092,-2063,15.88534048
1.256670926,5:20:44 PM,2017,10,19,-8.318142,115.395125,-3509,3.142462002
1.493440383,5:23:35 PM,2017,10,19,-8.280084,115.485465,-1302,3.246642667
1.424045409,5:26:28 PM,2017,10,19,-8.279991,115.461206,-4761,3.109901252
1.288504051,5:27:36 PM,2017,10,19,-8.297313,115.40131,-5078,3.39532109
1.500042238,5:28:32 PM,2017,10,19,-8.301346,115.454956,-9499,2.022916513
1.930870636,5:28:52 PM,2017,10,19,-8.297862,115.415324,-9508,8.346571552
1.529909591,5:32:58 PM,2017,10,19,-8.318764,115.401587,-5567,3.29714081
1.368066426,6:26:10 PM,2017,10,19,-8.336091,115.398796,-697,2.589833417
1.508556036,6:29:20 PM,2017,10,19,-8.280092,115.456991,-5068,3.734467795
1.186720112,6:30:28 PM,2017,10,19,-8.334291,115.395483,-1968,2.467491559
1.11343323,6:45:56 PM,2017,10,19,-8.338979,115.416382,-1123,2.601304772
1.821572772,6:54:06 PM,2017,10,19,-8.290303,115.488102,-1125,13.88009065
1.574018715,6:55:00 PM,2017,10,19,-8.302443,115.459505,-9912,4.731177138
1.57337509,7:02:52 PM,2017,10,19,-8.336884,115.392301,-1149,4.991547355
1.761963647,7:07:08 PM,2017,10,19,-8.304868,115.473714,-10600,2.627029483
1.222117506,7:13:27 PM,2017,10,19,-8.338668,115.416235,-1342,5.965248603
1.782649618,7:19:07 PM,2017,10,19,-8.335443,115.399333,-1021,10.51147873
1.634168213,7:20:56 PM,2017,10,19,-8.335562,115.39974,-1058,6.728991707
1.398403979,7:24:33 PM,2017,10,19,-8.284894,115.483569,-783,2.242033359
1.077929425,7:26:13 PM,2017,10,19,-8.33902,115.413045,-787,3.19682013
1.84223436,7:29:39 PM,2017,10,19,-8.30108,115.457202,-10097,4.80230696
1.536495925,7:36:15 PM,2017,10,19,-8.298286,115.409416,-8349,3.174815011
1.712681759,7:40:48 PM,2017,10,19,-8.275764,115.48501,-1135,7.784990428
0.963322997,7:45:55 PM,2017,10,19,-8.283482,115.479378,-1090,2.2255539
1.792514669,7:55:38 PM,2017,10,19,-8.334897,115.398991,-1185,10.97830339
1.677935485,8:01:41 PM,2017,10,19,-8.303106,115.457007,-10047,2.49815887
1.962257898,8:02:41 PM,2017,10,19,-8.293425,115.463428,-9991,13.15155319
2.170796018,8:25:31 PM,2017,10,19,-8.300262,115.45922,-10306,27.96784371
1.499771399,8:26:53 PM,2017,10,19,-8.321542,115.397412,-3555,2.620454505
