ev_id,lat,lon,dep,YYYY,MM,DD,HH,mm,ss
778,-8.296632,115.416357,9.434,2017,10,20,15,12,25.67
779,-8.304472,115.457365,9.302,2017,10,20,15,14,31.94
780,-8.314817,115.471232,8.483,2017,10,20,15,16,24.7
781,-8.307949,115.4163,8.29,2017,10,20,15,35,17.41
782,-8.321236,115.408195,5.909,2017,10,20,15,38,17.63
783,-8.306122,115.457528,11.421,2017,10,20,16,3,43.32
784,-8.274447,115.433398,8.349,2017,10,20,16,20,5.29
785,-8.337131,115.397347,3.234,2017,10,20,16,24,31.56
786,-8.294901,115.464022,9.888,2017,10,20,16,28,0.5
787,-8.304824,115.460824,9.343,2017,10,20,16,38,58.72
788,-8.326059,115.400301,3.299,2017,10,20,17,1,39.4
789,-8.310332,115.441577,7.49,2017,10,20,17,2,52.66
790,-8.33914,115.416634,0.987,2017,10,20,17,4,30.28
791,-8.332159,115.399072,2.208,2017,10,20,17,9,27.16
792,-8.333464,115.398413,1.162,2017,10,20,17,12,53.02
793,-8.306808,115.44279,7.926,2017,10,20,17,28,37.96
794,-8.320933,115.402116,3.067,2017,10,20,17,42,57.52
795,-8.350031,115.411499,0.738,2017,10,20,18,9,19.32
796,-8.326895,115.396159,2.765,2017,10,20,18,14,24.58
797,-8.292353,115.447274,8.896,2017,10,20,18,17,4.88
798,-8.306724,115.471216,10.351,2017,10,20,18,29,43.4
799,-8.335231,115.397925,5.05,2017,10,20,18,35,21.38
800,-8.331509,115.398966,1.378,2017,10,20,19,12,11.3
801,-8.300251,115.4552,9.802,2017,10,20,19,56,23.38
802,-8.331231,115.405754,3.744,2017,10,20,20,0,33.74
803,-8.274709,115.463713,4.888,2017,10,20,20,3,4.24
804,-8.302997,115.451864,10.175,2017,10,20,20,13,5.68
805,-8.320798,115.375407,3.053,2017,10,20,20,20,44.46
806,-8.299918,115.419621,9.004,2017,10,20,20,50,17.42
807,-8.344845,115.404272,0.818,2017,10,20,21,5,8.62
808,-8.306489,115.387638,5.187,2017,10,20,21,35,41.4
809,-8.300724,115.410588,8.855,2017,10,20,21,50,29.86
810,-8.310103,115.438135,9.049,2017,10,20,21,54,13.46
811,-8.331733,115.401921,2.375,2017,10,20,22,0,40.28
812,-8.332944,115.416219,3.822,2017,10,20,22,30,50.28
813,-8.330068,115.395866,2.354,2017,10,20,23,33,2.22
814,-8.338711,115.411816,0.877,2017,10,20,23,50,22.04
815,-8.301679,115.458097,10.094,2017,10,21,0,23,23.8
816,-8.290578,115.480794,1.273,2017,10,21,0,55,23.11
817,-8.303221,115.460295,9.279,2017,10,21,1,21,26.2
818,-8.299434,115.458122,10.068,2017,10,21,2,12,51.63
819,-8.304144,115.449447,10.342,2017,10,21,2,36,39.16
820,-8.304144,115.449438,10.342,2017,10,21,2,36,39.16
821,-8.303118,115.450399,8.893,2017,10,21,2,43,55.59
822,-8.296023,115.468465,9.033,2017,10,21,2,45,24.86
823,-8.295037,115.476611,11.794,2017,10,21,2,49,1.32
824,-8.295036,115.476611,11.794,2017,10,21,2,49,1.32
825,-8.338741,115.410775,0.68,2017,10,21,2,54,5.49
826,-8.310484,115.438086,9.933,2017,10,21,3,27,51.14
827,-8.298278,115.460132,9.632,2017,10,21,3,35,10.13
828,-8.308902,115.438696,9.397,2017,10,21,3,38,46.33
829,-8.260915,115.481999,2.3,2017,10,21,3,44,45.83
830,-8.297953,115.460205,9.353,2017,10,21,4,3,51.63
831,-8.297038,115.473608,9.682,2017,10,21,4,44,47.6
832,-8.299946,115.470988,10.82,2017,10,21,6,36,55.34
833,-8.297192,115.466284,9.497,2017,10,21,6,52,4.93
834,-8.301995,115.457056,10.074,2017,10,21,6,58,1.83
835,-8.307138,115.449455,9.7,2017,10,21,7,20,25.13
836,-8.310207,115.464258,10.121,2017,10,21,7,21,10.15
837,-8.298294,115.426725,9.088,2017,10,21,7,22,53.5
838,-8.306031,115.451717,9.555,2017,10,21,8,35,55.27
839,-8.34505,115.419206,1.055,2017,10,21,9,9,21.5
840,-8.320951,115.48479,8.476,2017,10,22,6,17,34.74
841,-8.302468,115.483472,6.928,2017,10,22,6,34,7.61
842,-8.301639,115.463802,8.502,2017,10,22,6,37,31.64
843,-8.362399,115.445231,7.43,2017,10,22,6,49,12.85
844,-8.293318,115.50284,10.194,2017,10,22,7,15,54.82
845,-8.267918,115.478231,10.891,2017,10,22,7,41,43.87
848,-8.313525,115.46862,4.695,2017,10,22,8,53,16.43
849,-8.303917,115.492513,5.718,2017,10,22,9,42,24.51
850,-8.308186,115.443327,9.623,2017,10,22,11,41,24.51
851,-8.268672,115.498063,10.795,2017,10,22,11,50,13.09
853,-8.299567,115.452848,12.656,2017,10,22,14,29,29.55
854,-8.299376,115.456543,5.672,2017,10,22,15,1,34.02
855,-8.309057,115.488249,8.262,2017,10,22,15,18,20.47
856,-8.317026,115.464014,10.012,2017,10,22,15,22,8.82
857,-8.312103,115.487728,7.588,2017,10,22,15,45,41.57
858,-8.307589,115.448218,8.225,2017,10,22,16,0,20.07
859,-8.313834,115.480542,7.977,2017,10,22,17,0,54.22
861,-8.295651,115.485864,11.412,2017,10,22,17,27,44.24
862,-8.354033,115.453426,0.321,2017,10,22,17,59,36.18
863,-8.305346,115.473307,10.402,2017,10,22,18,11,15.76
864,-8.301787,115.472697,11.547,2017,10,22,18,26,30.6
865,-8.292701,115.478271,12.951,2017,10,22,18,38,10.08
866,-8.34164,115.381576,2.028,2017,10,22,18,51,20.14
867,-8.285364,115.403743,9.822,2017,10,22,18,54,24.34
868,-8.270814,115.468831,12.28,2017,10,22,19,11,54.92
869,-8.27161,115.452702,13.229,2017,10,22,19,15,6.94
870,-8.300644,115.501172,10.823,2017,10,22,19,40,54.44
871,-8.272956,115.440462,12.241,2017,10,22,19,48,46.66
872,-8.264174,115.496899,12.693,2017,10,22,21,38,41.6
873,-8.266972,115.44222,11.529,2017,10,22,21,42,13.18
874,-8.266528,115.425732,10.711,2017,10,22,23,53,18.64
875,-8.298648,115.495638,10.317,2017,10,23,0,0,40.96
876,-8.277071,115.480339,10.504,2017,10,23,0,24,44.46
877,-8.289736,115.468481,14.733,2017,10,23,0,36,48.95
878,-8.305647,115.462044,10.388,2017,10,23,0,59,4.47
879,-8.27558,115.480664,13.076,2017,10,23,1,37,58.8
880,-8.288276,115.491032,13.721,2017,10,23,1,57,22.84
881,-8.289678,115.483398,11.848,2017,10,23,2,15,32.2
882,-8.275412,115.464014,11.899,2017,10,23,2,30,6.41
883,-8.288124,115.485034,10.932,2017,10,23,2,31,48.23
884,-8.295018,115.475594,12.119,2017,10,23,2,35,49.27
885,-8.277139,115.46473,13.567,2017,10,23,2,40,59.58
886,-8.304583,115.438818,9.992,2017,10,23,3,7,21.57
887,-8.287584,115.494246,11.539,2017,10,23,3,54,44.95
888,-8.285435,115.449146,13.722,2017,10,23,4,49,9.66
889,-8.26792,115.475171,12.068,2017,10,23,4,51,46.43
890,-8.265821,115.447925,11.982,2017,10,23,4,56,2.82
891,-8.29294,115.49471,12.38,2017,10,23,5,39,31.43
892,-8.30735,115.469889,12.9,2017,10,23,6,6,15.65
893,-8.272826,115.499292,11.186,2017,10,23,6,17,25.41
894,-8.262194,115.538786,8.691,2017,10,23,6,18,58.82
895,-8.271734,115.43116,12.537,2017,10,23,6,23,8.34
896,-8.291836,115.463232,9.536,2017,10,23,6,24,32.81
897,-8.278733,115.437508,14.335,2017,10,23,6,26,55.36
898,-8.30401,115.43859,8.358,2017,10,23,6,28,33.9
899,-8.285546,115.409465,12.242,2017,10,23,6,33,3.29
900,-8.274733,115.451302,12.848,2017,10,23,7,52,24.25
901,-8.290623,115.465845,11.735,2017,10,23,7,59,30.49
902,-8.283561,115.463086,14.485,2017,10,23,8,23,48.44
904,-8.281992,115.427881,9.542,2017,10,23,9,18,12.48
905,-8.330856,115.406258,2.176,2017,10,23,9,27,14.61
906,-8.330407,115.40367,7.76,2017,10,23,9,52,2.07
907,-8.263253,115.495646,10.542,2017,10,23,10,14,37.08
908,-8.279927,115.420435,12.873,2017,10,23,10,29,22.95
909,-8.276638,115.493408,14.036,2017,10,23,11,1,33.66
910,-8.277425,115.519767,9.692,2017,10,23,11,10,3.01
911,-8.280521,115.525651,11.074,2017,10,23,11,15,34.11
912,-8.295418,115.427588,17.08,2017,10,23,11,17,31.7
913,-8.264389,115.465316,11.516,2017,10,23,11,25,7.25
914,-8.293215,115.502686,11.791,2017,10,23,11,26,37.17
915,-8.277241,115.459115,12.115,2017,10,23,11,47,40.78
916,-8.277746,115.498104,11.315,2017,10,23,11,55,11.67
917,-8.277487,115.490226,12.134,2017,10,23,12,28,19.55
918,-8.259657,115.522477,9.709,2017,10,23,12,47,10
919,-8.261351,115.425732,14.131,2017,10,23,12,51,2.73
920,-8.286158,115.448674,11.542,2017,10,23,12,56,6.27
921,-8.294702,115.470264,12.838,2017,10,23,13,1,7.55
922,-8.265819,115.462752,11.469,2017,10,23,13,2,11.1
923,-8.266998,115.511369,11.073,2017,10,23,13,8,28.64
924,-8.302171,115.476115,12.477,2017,10,23,13,10,34.31
925,-8.303053,115.44554,9.848,2017,10,23,13,24,2.95
926,-8.30612,115.492464,9.964,2017,10,23,13,48,29.99
927,-8.295597,115.482397,11.953,2017,10,23,13,51,39.93
928,-8.290905,115.433504,12.503,2017,10,23,13,57,41.77
929,-8.286084,115.448421,14.288,2017,10,23,13,58,34.21
930,-8.301259,115.460726,7.983,2017,10,23,14,6,40.58
931,-8.298473,115.405282,7.894,2017,10,23,14,17,18.82
932,-8.269269,115.453727,11.496,2017,10,23,14,30,9.1
933,-8.303289,115.448039,11.584,2017,10,23,15,0,43.27
934,-8.286652,115.515226,11.585,2017,10,23,15,8,54.98
935,-8.290286,115.505249,11.117,2017,10,23,15,20,14.38
936,-8.228018,115.518506,10.097,2017,10,23,15,27,7.41
937,-8.292514,115.505151,11.99,2017,10,23,15,37,4.34
938,-8.297195,115.501831,11.069,2017,10,23,15,42,25.7
939,-8.294807,115.447135,11.045,2017,10,23,15,54,19.57
940,-8.303129,115.500602,10.682,2017,10,23,16,2,33.26
941,-8.271573,115.471379,13.158,2017,10,23,16,19,38.01
942,-8.297516,115.463159,13.309,2017,10,23,16,42,41.74
943,-8.274736,115.457943,13.66,2017,10,23,16,47,34.31
944,-8.379412,115.4361,6.438,2017,10,23,16,47,43.56
945,-8.292997,115.501506,10.554,2017,10,23,16,59,40.62
946,-8.278827,115.410197,10.604,2017,10,23,17,3,13.72
947,-8.286601,115.493441,11.615,2017,10,23,18,5,52.18
948,-8.272379,115.460864,11.333,2017,10,23,18,19,5.78
949,-8.280116,115.457178,12.229,2017,10,23,18,26,55.68
950,-8.289568,115.459245,14.001,2017,10,23,18,52,9.96
951,-8.270154,115.457275,12.443,2017,10,23,19,23,23.28
952,-8.287114,115.495467,12.25,2017,10,23,19,35,21.88
953,-8.290417,115.431706,11.116,2017,10,23,19,40,24.02
954,-8.297635,115.49729,11.728,2017,10,23,19,57,16.54
955,-8.312923,115.461727,8.125,2017,10,23,20,46,44.28
956,-8.312074,115.433683,9.968,2017,10,23,20,55,17.96
957,-8.311145,115.469499,11.339,2017,10,23,21,35,7.16
958,-8.294173,115.459578,12.691,2017,10,23,21,36,11.14
959,-8.295244,115.517082,13.477,2017,10,23,21,40,56.42
960,-8.301676,115.44257,12.769,2017,10,23,21,53,43.76
961,-8.303193,115.444474,14.178,2017,10,23,22,3,51.06
962,-8.291974,115.538892,9.27,2017,10,23,22,12,22.9
963,-8.249437,115.418075,10.364,2017,10,23,22,35,9.2
964,-8.300592,115.465177,14.617,2017,10,23,22,38,16.32
965,-8.277395,115.466081,12.583,2017,10,23,22,42,10.92
966,-8.254677,115.528239,12.713,2017,10,23,22,47,36.2
967,-8.254772,115.457471,11.854,2017,10,23,22,56,9.28
968,-8.276653,115.401196,11.791,2017,10,23,23,34,7.36
969,-8.283526,115.55026,6.158,2017,10,23,23,48,56.08
970,-8.277835,115.453678,13.021,2017,10,24,0,30,20.76
971,-8.438385,115.433911,1.014,2017,10,24,0,37,20.41
972,-8.263154,115.463843,16.398,2017,10,24,0,38,52.56
973,-8.292719,115.47797,10.603,2017,10,24,1,45,1.01
974,-8.289627,115.438729,14.943,2017,10,24,2,20,41.09
975,-8.254326,115.457357,13.063,2017,10,24,2,28,41.43
976,-8.309857,115.445174,8.062,2017,10,24,3,15,32.31
977,-8.296953,115.450342,11.519,2017,10,24,4,5,53.48
978,-8.27795,115.484326,12.243,2017,10,24,4,7,40.41
979,-8.279545,115.439543,12.249,2017,10,24,4,25,17.08
980,-8.304862,115.483382,9.778,2017,10,24,4,40,14.46
981,-8.287035,115.478003,14.187,2017,10,24,4,55,20.75
982,-8.247388,115.475928,10.582,2017,10,24,5,7,32.51
983,-8.278803,115.437061,11.527,2017,10,24,5,11,0.51
984,-8.270357,115.509123,11.207,2017,10,24,5,21,29.72
986,-8.310724,115.440771,9.968,2017,10,24,8,32,16.28
987,-8.261362,115.472111,10.872,2017,10,24,9,5,28.81
988,-8.293325,115.50354,12.28,2017,10,24,9,23,41.77
989,-8.283731,115.496818,11.431,2017,10,24,9,48,22.05
990,-8.297323,115.479883,12.998,2017,10,24,9,58,45.03
991,-8.307645,115.490552,8.84,2017,10,24,10,25,24.07
992,-8.285726,115.456738,12.806,2017,10,24,10,25,51.44
993,-8.284124,115.496859,10.682,2017,10,24,11,17,12.03
994,-8.307373,115.450203,9.641,2017,10,24,11,26,16.67
995,-8.28473,115.463094,13.112,2017,10,24,11,28,0.8
996,-8.275581,115.467513,13.201,2017,10,24,12,38,17.61
997,-8.290214,115.445158,14.102,2017,10,24,12,52,5.17
998,-8.251985,115.53252,13.658,2017,10,24,14,0,49.22
999,-8.313559,115.433244,8.162,2017,10,24,14,3,23.13
1000,-8.286989,115.504077,13.119,2017,10,24,14,23,21.88
1001,-8.299876,115.433683,10.19,2017,10,24,14,25,19.81
1002,-8.269905,115.447404,13.443,2017,10,24,14,40,1.72
1003,-8.297473,115.479443,11.636,2017,10,24,14,44,8.75
1004,-8.278996,115.505591,11.133,2017,10,24,14,48,32.05
1005,-8.275555,115.448625,13.112,2017,10,24,14,54,21.48
1006,-8.318194,115.473283,11.012,2017,10,24,14,58,36.79
1007,-8.302969,115.455802,11.705,2017,10,24,15,4,23.97
1008,-8.302149,115.454281,11.188,2017,10,24,15,30,48.01
1009,-8.287968,115.479834,14.196,2017,10,24,15,31,34.19
1010,-8.277993,115.468075,14.206,2017,10,24,15,36,13.31
1011,-8.289849,115.561849,8.934,2017,10,24,15,41,24.07
1012,-8.278507,115.511499,14.515,2017,10,24,15,46,25.13
1013,-8.3045,115.443424,10.625,2017,10,24,15,47,9.43
1014,-8.28193,115.482617,12.241,2017,10,24,15,48,37.33
1015,-8.262044,115.518758,15.32,2017,10,24,16,2,20.54
1016,-8.282147,115.459334,11.392,2017,10,24,16,7,57.31
1017,-8.285775,115.492139,14.571,2017,10,24,16,25,5.5
1018,-8.305179,115.460522,6.647,2017,10,24,16,29,50.91
1019,-8.263387,115.458887,12.335,2017,10,24,16,44,37.1
1020,-8.288649,115.44659,14.908,2017,10,24,16,56,14.66
1021,-8.295351,115.432983,11.133,2017,10,24,17,2,21.1
1022,-8.285305,115.49104,12.042,2017,10,24,17,6,40.96
1023,-8.275458,115.440413,13.352,2017,10,24,17,11,54.16
1024,-8.257007,115.487231,13.13,2017,10,24,17,27,31.68
1025,-8.2999,115.438704,9.429,2017,10,24,17,42,31.62
1026,-8.274655,115.452417,13.465,2017,10,24,17,53,39
1027,-8.30298,115.456795,11.234,2017,10,24,18,50,47.92
1028,-8.291014,115.511076,12.563,2017,10,24,19,21,58.24
1029,-8.269866,115.520003,14.415,2017,10,24,19,33,34.76
1030,-8.303206,115.486043,11.879,2017,10,24,19,35,14.84
1031,-8.263833,115.51508,11.884,2017,10,24,20,35,22.1
1032,-8.293457,115.46106,12.781,2017,10,24,20,40,51.4
1033,-8.283236,115.456104,12.512,2017,10,24,20,47,30.58
1034,-8.28345,115.498136,13.217,2017,10,24,20,50,39.4
1035,-8.274,115.479907,13.508,2017,10,24,21,28,34.68
1037,-8.285325,115.438826,17.616,2017,10,24,22,20,5.64
1038,-8.31457,115.387231,9.494,2017,10,24,22,23,51.72
1039,-8.28401,115.523486,11.183,2017,10,24,22,52,30.4
1040,-8.288499,115.511564,11.56,2017,10,24,23,34,34
1041,-8.296791,115.474268,11.841,2017,10,25,1,7,22.26
1042,-8.281974,115.469987,14.9,2017,10,25,1,41,8.59
1043,-8.327891,115.47207,9.562,2017,10,25,1,43,19.36
1044,-8.294647,115.487288,12.393,2017,10,25,1,44,36.7
1045,-8.300513,115.491195,12.282,2017,10,25,2,8,45.83
1046,-8.272854,115.456746,12.464,2017,10,25,3,0,58.77
1047,-8.269166,115.450114,10.146,2017,10,25,3,8,23.8
1048,-8.278767,115.4045,6.344,2017,10,25,6,38,4.25
1049,-8.285175,115.463599,13.77,2017,10,25,6,40,10.52
1050,-8.280042,115.485522,14.061,2017,10,25,6,51,22.81
1051,-8.2961,115.504924,12.221,2017,10,25,6,58,18.58
1052,-8.268227,115.469491,10.951,2017,10,25,11,31,50.53
1053,-8.288468,115.515609,10.707,2017,10,25,11,33,36.34
1054,-8.27636,115.499666,13.805,2017,10,25,13,3,5.14
1055,-8.293185,115.460286,12.37,2017,10,25,13,52,33.36
1056,-8.304837,115.471183,10.733,2017,10,25,13,54,26.7
1057,-8.324576,115.484945,9.54,2017,10,25,13,54,56.51
1058,-8.259416,115.512809,11.165,2017,10,25,14,56,44.78
1059,-8.274338,115.501872,12.838,2017,10,25,15,25,13.61
1060,-8.289554,115.453141,16.134,2017,10,25,15,27,51.09
1061,-8.290899,115.503524,14.475,2017,10,25,15,30,50.35
1062,-8.286959,115.516398,12.768,2017,10,25,15,37,56.43
1063,-8.302065,115.500138,10.715,2017,10,25,16,24,14.67
1064,-8.252875,115.457121,12.411,2017,10,25,16,43,7.52
1065,-8.275979,115.476172,13.084,2017,10,25,16,46,29.82
1066,-8.291312,115.487215,7.545,2017,10,25,17,7,48.28
1067,-8.27556,115.456942,11.578,2017,10,25,17,28,14.76
1068,-8.262878,115.537793,8.517,2017,10,25,17,59,25.96
1069,-8.270708,115.468538,12.045,2017,10,25,18,13,2.62
1070,-8.28991,115.504395,9.368,2017,10,25,18,17,34.22
1072,-8.284006,115.452002,13.344,2017,10,25,19,34,36.36
1073,-8.300978,115.497754,10.885,2017,10,25,19,45,32.6
1074,-8.294506,115.503833,11.746,2017,10,25,20,4,27.68
1075,-8.327477,115.387069,2.135,2017,10,25,20,14,53.36
1076,-8.302334,115.537988,6.231,2017,10,25,20,15,23.6
1077,-8.284678,115.453979,14.5,2017,10,25,22,0,47.48
1078,-8.279611,115.472681,13.165,2017,10,25,22,52,51.04
1079,-8.292893,115.458895,11.854,2017,10,25,22,56,38.1
1080,-8.262705,115.4361,11.175,2017,10,25,23,17,7.28
1081,-8.284033,115.441243,15.164,2017,10,26,1,57,40.69
1082,-8.295479,115.470882,11.271,2017,10,26,3,30,42.98
1083,-8.262337,115.488566,15.392,2017,10,26,3,55,49.72
1084,-8.298298,115.468774,10.164,2017,10,26,4,3,43.01
1086,-8.273152,115.480037,11.338,2017,10,26,4,52,1.19
1087,-8.272952,115.4677,13.714,2017,10,26,4,52,33.82
1088,-8.274003,115.499593,11.352,2017,10,26,8,29,30.17
1089,-8.299665,115.457682,10.527,2017,10,26,8,37,24.71
1090,-8.252885,115.527515,11.436,2017,10,26,10,27,56.4
1091,-8.308909,115.464103,10.156,2017,10,26,13,4,47.46
1092,-8.302568,115.449666,9.003,2017,10,26,13,43,56.24
1093,-8.308897,115.453296,7.863,2017,10,26,13,48,13.4
1094,-8.294048,115.507837,11.347,2017,10,26,14,10,21.01
1095,-8.304361,115.457284,8.29,2017,10,26,15,26,27.07
1096,-8.292557,115.484863,9.266,2017,10,26,15,27,49.39
1097,-8.296761,115.479004,11.88,2017,10,26,16,13,28.68
1098,-8.285928,115.47841,12.881,2017,10,26,16,14,58.9
1099,-8.295454,115.467912,10.539,2017,10,26,16,24,46.98
1100,-8.301973,115.454264,9.396,2017,10,26,16,26,37.3
1101,-8.297767,115.41342,9.173,2017,10,26,17,0,18.36
1102,-8.27877,115.523714,6.724,2017,10,26,17,16,36.08
1103,-8.282403,115.459692,13.837,2017,10,26,17,32,25.44
1104,-8.286789,115.467904,13.495,2017,10,26,17,38,28.92
1105,-8.272146,115.484627,11.278,2017,10,26,17,42,36.04
1106,-8.27982,115.492961,11.973,2017,10,26,17,45,18.62
1107,-8.30348,115.474577,10.601,2017,10,26,18,10,35.6
1108,-8.303578,115.467952,8.135,2017,10,26,18,28,19.22
1109,-8.231089,115.522314,8.964,2017,10,26,19,16,10.7
1110,-8.283493,115.498543,11.757,2017,10,26,19,40,57.72
1111,-8.301585,115.451489,9.972,2017,10,26,19,44,49.7
1112,-8.293941,115.506543,9.651,2017,10,26,20,13,53.46
1113,-8.299836,115.439933,10.301,2017,10,26,20,49,24.6
1114,-8.290741,115.511914,11.426,2017,10,26,21,12,27.4
1115,-8.301755,115.477197,6.958,2017,10,26,23,44,51.96
1116,-8.296609,115.491178,8.638,2017,10,26,23,46,27.08
1117,-8.273321,115.475627,11.785,2017,10,27,3,16,24.97
1118,-8.281661,115.514746,11.045,2017,10,27,6,28,20.45
1119,-8.289021,115.458765,10.286,2017,10,27,8,1,58.04
1120,-8.312258,115.444458,9.834,2017,10,27,8,12,40.39
1121,-8.290034,115.507812,12.37,2017,10,27,8,23,9.38
1122,-8.268826,115.492757,11.837,2017,10,27,8,32,18.43
1123,-8.267723,115.465438,5.997,2017,10,27,9,25,8.32
1124,-8.317004,115.488802,10.894,2017,10,27,9,27,16.44
1125,-8.283918,115.501628,15.564,2017,10,27,10,31,42.95
1126,-8.313022,115.453141,9.319,2017,10,27,10,32,28.36
1127,-8.307117,115.486971,10.372,2017,10,27,11,49,27.72
1128,-8.260852,115.584513,8.208,2017,10,27,12,8,47.69
1129,-8.277606,115.493538,11.089,2017,10,27,12,34,18.15
1130,-8.295517,115.486304,8.964,2017,10,27,13,55,28.82
1131,-8.288711,115.469059,11.738,2017,10,27,14,13,20.42
1132,-8.309458,115.505558,10.098,2017,10,27,14,17,11.07
1133,-8.262297,115.444019,13.849,2017,10,27,14,37,41.43
1134,-8.310652,115.481437,9.929,2017,10,27,15,38,19.72
1135,-8.272654,115.483081,11.79,2017,10,27,16,5,0.44
1136,-8.265337,115.47701,11.611,2017,10,27,17,11,50.08
1137,-8.295087,115.484285,9.15,2017,10,27,17,15,45.2
1138,-8.278056,115.503735,12.458,2017,10,27,17,19,0.24
1139,-8.28609,115.493433,13.939,2017,10,27,17,20,54.48
1140,-8.272814,115.498079,9.488,2017,10,27,17,34,29.32
1141,-8.295724,115.466992,11.242,2017,10,27,18,20,6.04
1142,-8.322924,115.463704,13.792,2017,10,27,18,36,33.44
1143,-8.308301,115.510343,11.177,2017,10,27,18,45,13.62
1144,-8.303537,115.495671,10.874,2017,10,27,18,59,31.72
1145,-8.298652,115.480314,9.113,2017,10,27,19,22,33.44
1146,-8.295329,115.513509,11.781,2017,10,27,20,38,46.32
1147,-8.246802,115.506812,11.845,2017,10,27,21,26,51.72
1148,-8.264413,115.482218,8.692,2017,10,27,21,27,33.5
1149,-8.274279,115.526375,9.95,2017,10,27,21,37,32.78
1150,-8.314266,115.450456,9.641,2017,10,27,22,2,17.62
1151,-8.266293,115.503711,10.856,2017,10,27,23,9,3.9
1152,-8.273119,115.487996,11.484,2017,10,28,0,23,36.71
1153,-8.289832,115.519889,10.31,2017,10,28,0,31,45.78
1154,-8.285144,115.518205,6.609,2017,10,28,2,0,54.58
1155,-8.287097,115.490731,12.085,2017,10,28,2,43,11.7
1156,-8.246752,115.492464,11.864,2017,10,28,3,49,29.21
1157,-8.304722,115.511995,9.41,2017,10,28,4,6,44.27
1158,-8.283244,115.419238,9.925,2017,10,28,5,48,22.02
1159,-8.274372,115.505143,10.919,2017,10,28,9,57,29.09
1160,-8.312647,115.468872,10.264,2017,10,28,10,6,49.59
1161,-8.280315,115.446493,13.375,2017,10,28,10,41,6.53
1162,-8.283872,115.458097,11.513,2017,10,28,11,13,45.26
1163,-8.291108,115.483398,12.701,2017,10,28,11,21,31.03
1164,-8.302187,115.465503,10.547,2017,10,28,11,55,37.36
1165,-8.286421,115.492863,11.931,2017,10,28,13,0,41.7
1166,-8.275633,115.498551,11.466,2017,10,28,13,6,50.58
1167,-8.32324,115.465137,10.013,2017,10,28,13,29,4.11
1168,-8.276147,115.470972,11.84,2017,10,28,13,37,19.31
1169,-8.297123,115.455103,8.901,2017,10,28,14,1,56.01
1170,-8.317201,115.468514,8.84,2017,10,28,14,27,12.02
1171,-8.312145,115.505868,9.216,2017,10,28,14,39,21.45
1172,-8.281408,115.515422,11.911,2017,10,28,14,42,28.87
1173,-8.245835,115.562915,7.726,2017,10,28,15,30,8.61
1174,-8.302759,115.4698,9.059,2017,10,28,15,47,38.22
1175,-8.259666,115.559342,7.238,2017,10,28,16,51,46.74
1176,-8.287151,115.511084,11.694,2017,10,28,17,40,53.64
1177,-8.313817,115.46403,8.634,2017,10,28,17,56,39.92
1178,-8.287567,115.476278,12.793,2017,10,28,18,28,52.86
1179,-8.297298,115.512394,11.218,2017,10,28,19,30,49.9
1180,-8.275538,115.505127,10.451,2017,10,28,21,8,40.24
1181,-8.290339,115.491846,10.484,2017,10,28,21,53,38.24
1182,-8.284987,115.524284,10.67,2017,10,28,22,44,50.9
1183,-8.275184,115.51945,10.536,2017,10,28,23,56,28.32
1184,-8.234748,115.472778,8.105,2017,10,29,0,18,23.64
1185,-8.285518,115.523877,10.822,2017,10,29,2,32,27.82
1186,-8.313283,115.457837,10.074,2017,10,29,4,45,10.5
1187,-8.305792,115.470752,8.231,2017,10,29,4,56,10.1
1188,-8.281401,115.488704,12.826,2017,10,29,6,42,27.11
1189,-8.272544,115.462459,10.971,2017,10,29,8,52,23.73
1190,-8.301799,115.458488,10.062,2017,10,29,9,21,15.17
1191,-8.288685,115.490324,11.226,2017,10,29,10,44,25.14
1192,-8.282795,115.449422,11.736,2017,10,29,13,18,33.74
1193,-8.298919,115.490161,10.841,2017,10,29,13,24,59.78
1194,-8.291611,115.510238,8.483,2017,10,29,14,14,51.43
1195,-8.289604,115.514128,10.504,2017,10,29,15,27,46.94
1196,-8.273066,115.479631,11.561,2017,10,29,16,15,8.84
1197,-8.284825,115.524211,10.817,2017,10,29,17,4,35.58
1198,-8.304899,115.493335,1.438,2017,10,29,17,17,42.6
1199,-8.289715,115.47277,10.063,2017,10,29,17,48,22.12
1200,-8.267522,115.4698,13.739,2017,10,29,18,4,51
1201,-8.290441,115.482064,7.941,2017,10,29,18,58,44.14
1203,-8.224102,115.462712,7.998,2017,10,29,19,35,10.08
1204,-8.278008,115.481974,9.32,2017,10,29,19,42,52.2
1205,-8.295467,115.488534,10.446,2017,10,29,21,32,29.1
1206,-8.299891,115.45765,10.671,2017,10,29,21,57,43.6
1207,-8.310112,115.471875,14.3,2017,10,29,22,36,35.44
1208,-8.291585,115.467497,8.109,2017,10,29,22,43,46.94
1209,-8.301089,115.461019,10.89,2017,10,30,1,28,56.69
1210,-8.281375,115.494613,11.946,2017,10,30,2,16,45.48
1211,-8.293265,115.482894,8.823,2017,10,30,2,32,7.44
1212,-8.331256,115.433065,13.861,2017,10,30,5,22,30.63
1213,-8.296956,115.481763,9.587,2017,10,30,7,56,28.12
1214,-8.28931,115.494678,6.998,2017,10,30,8,44,42.43
1215,-8.260101,115.448796,11.507,2017,10,30,9,34,9.42
1216,-8.286882,115.488346,12.843,2017,10,30,9,35,41.74
1217,-8.326012,115.487394,11.63,2017,10,30,9,41,52.3
